virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
Vic	B/Kenya/116/2011	2011-02-17	Africa	Kenya	Kenya	B/Kenya/116/2011	JQ396211
Vic	B/Kenya/117/2011	2011-02-18	Africa	Kenya	Kenya	B/Kenya/117/2011	JQ396212
Vic	B/Kenya/AF1059/2006	2006-09-18	Africa	Kenya	Kenya	B/Kenya/AF1059/2006	CY022913
Vic	B/Kenya/AF1060/2006	2006-10-29	Africa	Kenya	Kenya	B/Kenya/AF1060/2006	CY022914
Vic	B/Kenya/AF1062/2007	2007-03-05	Africa	Kenya	Kenya	B/Kenya/AF1062/2007	CY022916
Vic	B/Kenya/AF1063/2007	2007-03-05	Africa	Kenya	Kenya	B/Kenya/AF1063/2007	CY022917
Vic	B/KIEV/40/2008	2008-11-03	Europe	Ukraine	Ukraine	B/Kiev/40/2008	KP460977
Vic	B/KOBE/1/2002	2002-01-01	JapanKorea	Japan	Hyogo	B/Kobe/1/2002	KP461463
Vic	B/KOBE/1/2003	2003-01-01	JapanKorea	Japan	Hyogo	B/Kobe/1/2003	KP459796
Vic	B/KOBE/2/2002	2002-01-01	JapanKorea	Japan	Hyogo	B/Kobe/2/2002	KP460425
Vic	B/KOBE/2/2003	2003-01-01	JapanKorea	Japan	Hyogo	B/Kobe/2/2003	KP460806
Vic	B/Kobe/3/2002	2002-XX-XX	JapanKorea	Japan	Hyogo	B/Kobe/3/2002	AB083182
Vic	B/KOBE/3/2003	2003-01-01	JapanKorea	Japan	Hyogo	B/Kobe/3/2003	KP459708
Vic	B/Kobe/4/2002	2002-XX-XX	JapanKorea	Japan	Hyogo	B/Kobe/4/2002	AB083183
Vic	B/KOBE/4/2003	2003-01-01	JapanKorea	Japan	Hyogo	B/Kobe/4/2003	KP460272
Vic	B/KOBE/6/2002	2002-01-01	JapanKorea	Japan	Hyogo	B/Kobe/6/2002	KP459445
Vic	B/KOBE/7/2002	2002-01-01	JapanKorea	Japan	Hyogo	B/Kobe/7/2002	KP460309
Vic	B/KOBE/28/2003	2003-01-01	JapanKorea	Japan	Hyogo	B/Kobe/28/2003	KP459743
Vic	B/KOBE/47/2008	2008-06-11	JapanKorea	Japan	Hyogo	B/Kobe/47/2008	KP460081
Vic	B/KOBE/52/2008	2008-02-12	JapanKorea	Japan	Hyogo	B/Kobe/52/2008	KP460697
Vic	B/KOBE/53/2008	2008-02-12	JapanKorea	Japan	Hyogo	B/Kobe/53/2008	KP461069
Vic	B/Kol/515/2006	2006-09-20	India	India	India	B/Kol/515/2006	JF965340
Vic	B/Kol/1373/2008	2008-01-31	India	India	India	B/Kol/1373/2008	JF965346
Vic	B/Kol/1857/2008	2008-08-04	India	India	India	B/Kol/1857/2008	JF693243
Vic	B/Kol/1880/2008	2008-08-12	India	India	India	B/Kol/1880/2008	JF965347
Vic	B/Kol/2636/2010	2010-02-03	India	India	India	B/Kol/2636/2010	JF693249
Vic	B/Kolkutta/072149/040806	2006-08-04	India	India	India	B/Kolkutta/072149/2006	KP459931
Vic	B/Kolkutta/072152/250706	2006-07-25	India	India	India	B/Kolkutta/072152/2006	KP460406
Vic	B/Kolkutta/072153/06	2006-XX-XX	India	India	India	B/Kolkutta/072153/2006	KP461317
Vic	B/Kolkutta/072154/080806	2006-08-08	India	India	India	B/Kolkutta/072154/2006	KP459571
Vic	B/Kolkutta/072155/110806	2006-08-11	India	India	India	B/Kolkutta/072155/2006	KP460324
Vic	B/Kolkutta/072156/220806	2006-08-22	India	India	India	B/Kolkutta/072156/2006	KP460695
Vic	B/Kolkutta/072159/290806	2006-08-29	India	India	India	B/Kolkutta/072159/2006	KP461560
Vic	B/Kolkutta/072162/080906	2006-09-08	India	India	India	B/Kolkutta/072162/2006	KP459856
Vic	B/Kolkutta/072163/080906	2006-09-08	India	India	India	B/Kolkutta/072163/2006	KP460614
Vic	B/Kolkutta/072164/150906	2006-09-15	India	India	India	B/Kolkutta/072164/2006	KP459391
Vic	B/Kolkutta/094398/040309	2009-03-04	India	India	India	B/Kolkutta/094398/2009	KP459929
Vic	B/Kolkutta/094399/130309	2009-03-13	India	India	India	B/Kolkutta/094399/2009	KP460341
Vic	B/Kolkutta/094400/230309	2009-03-23	India	India	India	B/Kolkutta/094400/2009	KP461210
Vic	B/Kolkutta/094401/240309	2009-03-24	India	India	India	B/Kolkutta/094401/2009	KP460821
Vic	B/Kolkutta/0615331/061005	2005-10-06	India	India	India	B/Kolkutta/0615331/2005	KP461342
Vic	B/Kolkutta/0713776/180707	2007-07-18	India	India	India	B/Kolkutta/0713776/2007	KP459416
Vic	B/Kolkutta/0811469//280708	2008-07-28	India	India	India	B/Kolkutta/0811469/2008	KP460533
Vic	B/Kolkutta/0954409/171109	2009-11-17	India	India	India	B/Kolkutta/0954409/2009	KP460322
Vic	B/Kolkutta/1042588/030210	2010-02-03	India	India	India	B/Kolkutta/1042588/2010	KP459431
Vic	B/Kolkutta/1045664/180210	2010-02-18	India	India	India	B/Kolkutta/1045664/2010	KP461480
Vic	B/Kolkutta/1045685/100510	2010-05-10	India	India	India	B/Kolkutta/1045685/2010	KP459933
Vic	B/Kolkutta/1045687/100510	2010-05-10	India	India	India	B/Kolkutta/1045687/2010	KP460817
Vic	B/Kolkutta/1045691/120510	2010-05-12	India	India	India	B/Kolkutta/1045691/2010	KP461478
Vic	B/Korea/AF2165/2010	2010-05-19	JapanKorea	SouthKorea	SouthKorea	B/Korea/AF2165/2010	CY070051
Vic	B/KYONGGI/501/2004	2004-02-26	JapanKorea	SouthKorea	SouthKorea	B/Kyonggi/501/2004	KP460852
Vic	B/Kyoto/10K131/2011	2011-01-31	JapanKorea	Japan	Kyoto	B/Kyoto/10K131/2011	JN790296
Vic	B/Kyoto/10K156/2011	2011-01-25	JapanKorea	Japan	Kyoto	B/Kyoto/10K156/2011	JN790297
Vic	B/Kyoto/10K164/2011	2011-02-01	JapanKorea	Japan	Kyoto	B/Kyoto/10K164/2011	JN790298
Vic	B/Kyoto/10K317/2011	2011-02-19	JapanKorea	Japan	Kyoto	B/Kyoto/10K317/2011	JN790300
Vic	B/Kyoto/10K397/2011	2011-03-05	JapanKorea	Japan	Kyoto	B/Kyoto/10K397/2011	JN790301
Vic	B/Kyoto/10K463/2011	2011-02-09	JapanKorea	Japan	Kyoto	B/Kyoto/10K463/2011	JN790302
Vic	B/Kyoto/10K470/2011	2011-02-25	JapanKorea	Japan	Kyoto	B/Kyoto/10K470/2011	JN790304
Vic	B/Kyoto/10K474/2011	2011-03-07	JapanKorea	Japan	Kyoto	B/Kyoto/10K474/2011	JN790305
Vic	B/Kyoto/10K475/2011	2011-03-11	JapanKorea	Japan	Kyoto	B/Kyoto/10K475/2011	JN790306
Vic	B/LISBOA/2/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/2/2002	KP459713
Vic	B/LISBOA/3/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/3/2002	KP461556
Vic	B/LISBOA/4/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/4/2002	KP460021
Vic	B/LISBOA/6/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/6/2002	KP460713
Vic	B/LISBOA/7/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/7/2002	KP459697
Vic	B/LISBOA/11/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/11/2002	KP459448
Vic	B/LISBOA/12/2002	2002-01-01	Europe	Portugal	Portugal	B/Lisboa/12/2002	KP460025
Vic	B/LISBOA/13/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/13/2003	KP460910
Vic	B/LISBOA/14/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/14/2003	KP461571
Vic	B/LISBOA/15/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/15/2003	KP459709
Vic	B/LISBOA/16/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/16/2003	KP460802
Vic	B/LISBOA/17/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/17/2003	KP460651
Vic	B/LISBOA/18/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/18/2003	KP461278
Vic	B/LISBOA/19/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/19/2003	KP460511
Vic	B/LISBOA/20/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/20/2003	KP460171
Vic	B/LISBOA/22/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/22/2003	KP460974
Vic	B/LISBOA/29/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/29/2003	KP461580
Vic	B/LISBOA/30/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/30/2003	KP459999
Vic	B/LISBOA/32/2003	2003-01-01	Europe	Portugal	Portugal	B/Lisboa/32/2003	KP460634
Vic	B/LISBOA/32/2005	2005-01-01	Europe	Portugal	Portugal	B/Lisboa/32/2005	KP461270
Vic	B/LOSANGELES/1/02	2002-01-01	USACanada	USA	California	B/Los Angeles/1/2002	KP461509
Vic	B/Louisiana/02/2010	2010-12-16	USACanada	USA	Louisiana	B/Louisiana/02/2010	JN992923
Vic	B/Louisiana/08/2010	2010-12-22	EastUSA	USA	Louisiana	B/Louisiana/08/2010	JN992929
Vic	B/Louisiana/AF2895/2012	2012-02-06	EastUSA	USA	Louisiana	B/Louisiana/AF2895/2012	CY112223
Vic	B/Louisiana/AF2895/2012	2012-02-06	USACanada	USA	Louisiana	B/Louisiana/AF2895/2012	CY112223
Vic	B/LYON/113/2006	2006-11-01	Europe	France	France	B/Lyon/113/2006	KP461035
Vic	B/M/09882/180908	2008-09-18	India	India	India	B/Mumbai/09882/2008	KP460972
Vic	B/M/09883/201008	2008-10-20	India	India	India	B/Mumbai/09883/2008	KP459965
Vic	B/MACAU/62/2008	2008-01-15	SouthChina	Macau	Macau	B/Macau/62/2008	KP459491
Vic	B/Macau/388/2005	2005-04-13	SouthChina	Macau	Macau	B/Macau/388/2005	EF566421
Vic	B/Macau/13783/2006	2006-04-03	SouthChina	Macau	Macau	B/Macau/13783/2006	EU124257
Vic	B/Madre_de_Dios/FLU3557/2006	2006-XX-XX	SouthAmerica	Peru	Peru	B/Madre_de_Dios/FLU3557/2006	EU521772
Vic	B/MADREDEDIOS/FLU3561/2006	2006-XX-XX	SouthAmerica	Peru	Peru	B/Madre De Dios/3561/2006	KP461237
Vic	B/MALAYSIA/20/2004	2004-01-01	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/20/2004	KP460756
Vic	B/MALAYSIA/46/2006	2006-01-01	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/46/2006	KP459903
Vic	B/Malaysia/172/2006	2006-04-24	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/172/2006	EU124238
Vic	B/Malaysia/204/2006	2006-04-20	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/204/2006	EU124240
Vic	B/MALAYSIA/208/2006	2006-04-21	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/208/2006	KP459640
Vic	B/Malaysia/210/2006	2006-04-27	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/210/2006	EU124239
Vic	B/MALAYSIA/234/2007	2007-06-03	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/234/2007	KP461353
Vic	B/Malaysia/283/2005	2005-03-07	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/283/2005	EF566399
Vic	B/MALAYSIA/416/2008	2008-01-29	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/416/2008	KP460039
Vic	B/MALAYSIA/419/2005	2005-04-04	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/419/2005	KP460377
Vic	B/Malaysia/1008/2005	2005-04-18	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1008/2005	EF566408
Vic	B/Malaysia/1523/2004	2004-07-13	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1523/2004	EF566446
Vic	B/MALAYSIA/1750/2008	2008-09-23	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1750/2008	KP461224
Vic	B/Malaysia/2276/2004	2004-10-29	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/2276/2004	EF566392
Vic	B/MALAYSIA/2506/2004	2004-06-12	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/2506/2004	KP460606
Vic	B/Malaysia/15048/1998	1998-02-01	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/15048/1998	CY119626
Vic	B/Malaysia/29570/2004	2004-08-26	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/29570/2004	CY119698
Vic	B/Malaysia/30238/2004	2004-11-22	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/30238/2004	CY119706
Vic	B/Malaysia/30383/2004	2004-12-10	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/30383/2004	CY118307
Vic	B/Malaysia/30474/2004	2004-12-22	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/30474/2004	CY119722
Vic	B/Malaysia/30552/2004	2004-12-31	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/30552/2004	CY119730
Vic	B/Malaysia/31529/2005	2005-05-14	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/31529/2005	CY119754
Vic	B/Malaysia/31752/2005	2005-06-14	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/31752/2005	CY119762
Vic	B/Malaysia/33021/2005	2005-11-17	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33021/2005	CY119770
Vic	B/Malaysia/33076/2005	2005-11-24	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33076/2005	CY118323
Vic	B/Malaysia/33271/2005	2005-12-19	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33271/2005	CY119778
Vic	B/Malaysia/33772/2005	2005-12-21	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33772/2005	CY119786
Vic	B/Malaysia/33808/2006	2006-02-24	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33808/2006	CY119794
Vic	B/Malaysia/33830/2006	2006-02-27	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33830/2006	CY118331
Vic	B/Malaysia/33922/2006	2006-02-08	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33922/2006	CY119802
Vic	B/Malaysia/33937/2006	2006-03-09	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33937/2006	CY119810
Vic	B/Malaysia/33938/2006	2006-02-20	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/33938/2006	CY118339
Vic	B/Malaysia/34079/2006	2006-03-23	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/34079/2006	CY119826
Vic	B/Malaysia/34094/2006	2006-03-24	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/34094/2006	CY119834
Vic	B/Malaysia/34611/2006	2006-05-15	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/34611/2006	CY118347
Vic	B/MALAYSIA/83077/2001	2001-01-01	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/83077/2001	KP460269
Vic	B/Malaysia/1723975/2007	2007-02-05	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1723975/2007	CY119858
Vic	B/Malaysia/1733951/2007	2007-04-01	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1733951/2007	CY119842
Vic	B/Malaysia/1749642/2007	2007-03-21	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1749642/2007	CY118363
Vic	B/Malaysia/1781325/2007	2007-05-14	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1781325/2007	CY119906
Vic	B/Malaysia/1820237/2007	2007-07-17	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1820237/2007	CY118371
Vic	B/Malaysia/1875091/2007	2007-10-17	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1875091/2007	CY118394
Vic	B/Malaysia/1895275/2007	2007-11-20	SoutheastAsia	Malaysia	Malaysia	B/Malaysia/1895275/2007	CY119970
Vic	B/MALDONADO/FLU3277/2006	2006-01-01	SouthAmerica	Uruguay	Uruguay	B/Maldonado/3277/2006	KP459891
Vic	B/MALDONADO/FLU3551/2006	2006-01-01	SouthAmerica	Uruguay	Uruguay	B/Maldonado/3551/2006	KP461234
Vic	B/MALDONADO/FLU3561/2006	2006-01-01	SouthAmerica	Uruguay	Uruguay	B/Maldonado/3561/2006	KP460763
Vic	B/MALDONADO/FLU3583/2006	2006-01-01	SouthAmerica	Uruguay	Uruguay	B/Maldonado/3583/2006	KP460348
Vic	B/Managua/1499.02/2010	2010-10-05	CentralAmerica	Nicaragua	Nicaragua	B/Managua/1499.02/2010	CY100753
Vic	B/Managua/4403.06/2010	2010-09-02	CentralAmerica	Nicaragua	Nicaragua	B/Managua/4403.06/2010	CY099825
Vic	B/Managua/4426.04/2010	2010-08-17	CentralAmerica	Nicaragua	Nicaragua	B/Managua/4426.04/2010	CY101036
Vic	B/Managua/4755.01/2010	2010-07-19	CentralAmerica	Nicaragua	Nicaragua	B/Managua/4755.01/2010	CY101044
Vic	B/Managua/4772.01/2010	2010-10-08	CentralAmerica	Nicaragua	Nicaragua	B/Managua/4772.01/2010	CY100697
Vic	B/Managua/4834.02/2010	2010-08-03	CentralAmerica	Nicaragua	Nicaragua	B/Managua/4834.02/2010	CY100705
Vic	B/Managua/5839.01/2010	2010-09-04	CentralAmerica	Nicaragua	Nicaragua	B/Managua/5839.01/2010	CY100737
Vic	B/Maracay/FLA2639/2008	2008-04-XX	CentralAmerica	Venezuela	Venezuela	B/Maracay/FLA2639/2008	JQ906837
Vic	B/Maracay/FLA2639/2008	2008-04-XX	SouthAmerica	Venezuela	Venezuela	B/Maracay/FLA2639/2008	JQ906837
Vic	B/Maracay/FLA2645/2008	2008-04-XX	CentralAmerica	Venezuela	Venezuela	B/Maracay/FLA2645/2008	JQ906838
Vic	B/Maracay/FLA2645/2008	2008-04-XX	SouthAmerica	Venezuela	Venezuela	B/Maracay/FLA2645/2008	JQ906838
Vic	B/MARYLAND/1/2002	2002-01-01	USACanada	USA	Maryland	B/Maryland/1/2002	KP460885
Vic	B/Maryland/01/2009	2009-01-09	USACanada	USA	Maryland	B/Maryland/01/2009	GQ340584
Vic	B/Maryland/01/2010	2010-01-11	USACanada	USA	Maryland	B/Maryland/01/2010	JN992992
Vic	B/Maryland/02/2010	2010-08-09	EastUSA	USA	Maryland	B/Maryland/02/2010	JN993052
Vic	B/Maryland/02/2010	2010-08-09	USACanada	USA	Maryland	B/Maryland/02/2010	JN993052
Vic	B/Maryland/06/2009	2009-01-29	EastUSA	USA	Maryland	B/Maryland/06/2009	GQ451482
Vic	B/Maryland/7/2003	2003-02-13	EastUSA	USA	Maryland	B/Maryland/7/2003	CY015255
Vic	B/Maryland/7/2003	2003-02-13	USACanada	USA	Maryland	B/Maryland/7/2003	CY015255
Vic	B/Maryland/08/2009	2009-11-30	EastUSA	USA	Maryland	B/Maryland/08/2009	JN992989
Vic	B/Maryland/08/2009	2009-11-30	USACanada	USA	Maryland	B/Maryland/08/2009	JN992989
Vic	B/Maryland/08/2010	2010-12-20	USACanada	USA	Maryland	B/Maryland/08/2010	JN993154
Vic	B/Massachusetts/01/2010	2010-01-28	USACanada	USA	Massachusetts	B/Massachusetts/01/2010	JN993001
Vic	B/Massachusetts/02/2007	2007-05-07	USACanada	USA	Massachusetts	B/Massachusetts/02/2007	EU515895
Vic	B/Massachusetts/03/2009	2009-10-22	EastUSA	USA	Massachusetts	B/Massachusetts/03/2009	JN992983
Vic	B/Massachusetts/5/2003	2003-05-17	EastUSA	USA	Massachusetts	B/Massachusetts/5/2003	CY015256
Vic	B/Massachusetts/5/2003	2003-05-17	USACanada	USA	Massachusetts	B/Massachusetts/5/2003	CY015256
Vic	B/MEMPHIS/7/03	2003-01-01	USACanada	USA	Tennessee	B/Memphis/7/2003	KP459863
Vic	B/MEMPHIS/13/03	2003-01-01	USACanada	USA	Tennessee	B/Memphis/13/2003	KP461068
Vic	B/Michigan/1/2005	2005-01-09	EastUSA	USA	Michigan	B/Michigan/1/2005	CY015327
Vic	B/Michigan/1/2005	2005-01-09	USACanada	USA	Michigan	B/Michigan/1/2005	CY015327
Vic	B/Michigan/01/2009	2009-04-04	USACanada	USA	Michigan	B/Michigan/01/2009	GQ451551
Vic	B/Michigan/02/2009	2009-04-05	EastUSA	USA	Michigan	B/Michigan/02/2009	GQ451464
Vic	B/Michigan/02/2009	2009-04-05	USACanada	USA	Michigan	B/Michigan/02/2009	GQ451464
Vic	B/Michigan/3/2004	2004-12-09	EastUSA	USA	Michigan	B/Michigan/3/2004	CY015326
Vic	B/Michigan/3/2004	2004-12-09	USACanada	USA	Michigan	B/Michigan/3/2004	CY015326
Vic	B/Michigan/03/2008	2008-03-19	EastUSA	USA	Michigan	B/Michigan/03/2008	FJ009298
Vic	B/Michigan/03/2008	2008-03-19	USACanada	USA	Michigan	B/Michigan/03/2008	FJ009298
Vic	B/Michigan/4/2006	2006-04-04	EastUSA	USA	Michigan	B/Michigan/4/2006	CY015424
Vic	B/Michigan/04/2006	2006-04-04	EastUSA	USA	Michigan	B/Michigan/04/2006	CY018373
Vic	B/Michigan/4/2006	2006-04-04	USACanada	USA	Michigan	B/Michigan/4/2006	CY015424
Vic	B/Michigan/04/2006	2006-04-04	USACanada	USA	Michigan	B/Michigan/04/2006	CY018373
Vic	B/Michigan/14/2007	2007-04-06	EastUSA	USA	Michigan	B/Michigan/14/2007	EU515911
Vic	B/Michigan/14/2007	2007-04-06	USACanada	USA	Michigan	B/Michigan/14/2007	EU515911
Vic	B/MICHIGAN/20/2005	2005-01-01	USACanada	USA	Michigan	B/Michigan/20/2005	KP459475
Vic	B/Michigan/e3/2006	2006-03-25	EastUSA	USA	Michigan	B/Michigan/e3/2006	CY015405
Vic	B/Milan/02/2008	2008-01-25	Europe	Italy	Italy	B/Milan/02/2008	GQ246472
Vic	B/Milan/04/2008	2008-01-29	Europe	Italy	Italy	B/Milan/04/2008	GQ246473
Vic	B/Milan/05/2006	2006-02-14	Europe	Italy	Italy	B/Milan/05/2006	EU400236
Vic	B/Milan/07/2006	2006-03-13	Europe	Italy	Italy	B/Milan/07/2006	EU400262
Vic	B/Milan/09/2006	2006-03-27	Europe	Italy	Italy	B/Milan/09/2006	EU400260
Vic	B/Milan/12/2006	2006-04-10	Europe	Italy	Italy	B/Milan/12/2006	EU400257
Vic	B/MILANO/1/01	2001-01-01	Europe	Italy	Italy	B/Milano/1/2001	KP459942
Vic	B/MILANO/5/02	2002-01-01	Europe	Italy	Italy	B/Milano/5/2002	KP460687
Vic	B/MILANO/7/02	2002-01-01	Europe	Italy	Italy	B/Milano/7/2002	KP461245
Vic	B/Minas_Gerais/4/2007	2007-02-14	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/4/2007	CY063348
Vic	B/Minas_Gerais/5/2007	2007-02-21	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/5/2007	CY063352
Vic	B/Minas_Gerais/114/2008	2008-05-14	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/114/2008	CY063334
Vic	B/Minas_Gerais/117/2008	2008-06-11	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/117/2008	CY063335
Vic	B/Minas_Gerais/120/2008	2008-06-18	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/120/2008	CY063336
Vic	B/Minas_Gerais/125/2008	2008-06-25	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/125/2008	CY063338
Vic	B/Minas_Gerais/129/2008	2008-07-09	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/129/2008	CY063339
Vic	B/Minas_Gerais/349/2008	2008-09-02	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/349/2008	CY063343
Vic	B/Minas_Gerais/461/2006	2006-06-07	SouthAmerica	Brazil	Brazil	B/Minas_Gerais/461/2006	CY063350
Vic	B/Minnesota/01/2009	2009-01-10	EastUSA	USA	Minnesota	B/Minnesota/01/2009	GQ340649
Vic	B/Minnesota/01/2009	2009-01-10	USACanada	USA	Minnesota	B/Minnesota/01/2009	GQ340649
Vic	B/Minnesota/01/2011	2011-01-02	EastUSA	USA	Minnesota	B/Minnesota/01/2011	JQ034240
Vic	B/Minnesota/01/2011	2011-01-02	USACanada	USA	Minnesota	B/Minnesota/01/2011	JQ034240
Vic	B/Minnesota/03/2009	2009-03-05	EastUSA	USA	Minnesota	B/Minnesota/03/2009	GQ451516
Vic	B/Minnesota/03/2009	2009-03-05	USACanada	USA	Minnesota	B/Minnesota/03/2009	GQ451516
Vic	B/Minnesota/06/2009	2009-05-04	USACanada	USA	Minnesota	B/Minnesota/06/2009	GQ451505
Vic	B/Minnesota/07/2008	2008-05-07	EastUSA	USA	Minnesota	B/Minnesota/07/2008	FJ009310
Vic	B/Minnesota/07/2008	2008-05-07	USACanada	USA	Minnesota	B/Minnesota/07/2008	FJ009310
Vic	B/Mississippi/02/2010	2010-10-12	USACanada	USA	Mississippi	B/Mississippi/02/2010	JN993070
Vic	B/Mississippi/4/2003	2003-01-29	EastUSA	USA	Mississippi	B/Mississippi/4/2003	CY015247
Vic	B/Mississippi/4/2003	2003-01-29	USACanada	USA	Mississippi	B/Mississippi/4/2003	CY015247
Vic	B/Mississippi/04/2006	2006-10-18	EastUSA	USA	Mississippi	B/Mississippi/04/2006	EU100735
Vic	B/Mississippi/05/2006	2006-11-30	EastUSA	USA	Mississippi	B/Mississippi/05/2006	EU100736
Vic	B/Mississippi/05/2006	2006-11-30	USACanada	USA	Mississippi	B/Mississippi/05/2006	EU100736
Vic	B/Mississippi/05/2010	2010-11-09	USACanada	USA	Mississippi	B/Mississippi/05/2010	JN993136
Vic	B/Mississippi/06/2008	2008-12-04	EastUSA	USA	Mississippi	B/Mississippi/06/2008	GQ451533
Vic	B/Mississippi/06/2008	2008-12-04	USACanada	USA	Mississippi	B/Mississippi/06/2008	GQ451533
Vic	B/Mississippi/06/2010	2010-11-10	USACanada	USA	Mississippi	B/Mississippi/06/2010	JN993139
Vic	B/Mississippi/07/2008	2008-12-17	EastUSA	USA	Mississippi	B/Mississippi/07/2008	GQ451491
Vic	B/Mississippi/07/2008	2008-12-17	USACanada	USA	Mississippi	B/Mississippi/07/2008	GQ451491
Vic	B/Mississippi/UR06_0317/2007	2007-02-15	EastUSA	USA	Mississippi	B/Mississippi/UR06_0317/2007	CY037375
Vic	B/Mississippi/UR06_0317/2007	2007-02-15	USACanada	USA	Mississippi	B/Mississippi/UR06_0317/2007	CY037375
Vic	B/Mississippi/UR06_0345/2007	2007-02-19	EastUSA	USA	Mississippi	B/Mississippi/UR06_0345/2007	CY030815
Vic	B/Mississippi/UR06_0345/2007	2007-02-19	USACanada	USA	Mississippi	B/Mississippi/UR06_0345/2007	CY030815
Vic	B/Mississippi/UR06_0348/2007	2007-02-20	USACanada	USA	Mississippi	B/Mississippi/UR06_0348/2007	CY030641
Vic	B/Mississippi/UR06_0408/2007	2007-02-23	EastUSA	USA	Mississippi	B/Mississippi/UR06_0408/2007	CY098931
Vic	B/Mississippi/UR06_0409/2007	2007-02-23	EastUSA	USA	Mississippi	B/Mississippi/UR06_0409/2007	CY030649
Vic	B/Mississippi/UR06_0409/2007	2007-02-23	USACanada	USA	Mississippi	B/Mississippi/UR06_0409/2007	CY030649
Vic	B/Mississippi/UR06_0477/2007	2007-03-01	EastUSA	USA	Mississippi	B/Mississippi/UR06_0477/2007	CY037399
Vic	B/Mississippi/UR06_0477/2007	2007-03-01	USACanada	USA	Mississippi	B/Mississippi/UR06_0477/2007	CY037399
Vic	B/Mississippi/UR06_0492/2007	2007-03-02	EastUSA	USA	Mississippi	B/Mississippi/UR06_0492/2007	CY037407
